"Symbol","Company Name","Sector","Industry"
"CRTO","Criteo SA (ADR)","Communication Services","Media"
"CRTX","Cortexyme Inc","Health Care","Biotechnology"
"CRUS","Cirrus Logic, Inc.","Information Technology","Semiconductors & Semiconductor Equipment"
"CRVL","CorVel Corporation","Health Care","Health Care Providers & Services"
"CRVS","Corvus Pharmaceuticals Inc","Health Care","Biotechnology"
"CRWD","Crowdstrike Holdings Inc","Information Technology","Software"
"CRWS","Crown Crafts, Inc.","Consumer Discretionary","Textiles, Apparel & Luxury Goods"
"CRY","Cryolife Inc","Health Care","Health Care Equipment & Supplies"
"CS","Credit Suisse Group AG (ADR)","Financials","Capital Markets"
"CSBR","Champions Oncology Inc","Health Care","Life Sciences Tools & Services"
"CSCO","Cisco Systems, Inc.","Information Technology","Communications Equipment"
"CSGP","CoStar Group Inc","Industrials","Professional Services"
"CSGS","CSG Systems International, Inc.","Information Technology","IT Services"
"CSII","Cardiovascular Systems Inc","Health Care","Health Care Equipment & Supplies"
"CSIQ","Canadian Solar Inc.","Information Technology","Semiconductors & Semiconductor Equipment"
"CSL","Carlisle Companies, Inc.","Industrials","Industrial Conglomerates"
"CSLT","Castlight Health Inc","Health Care","Health Care Technology"
"CSOD","Cornerstone OnDemand, Inc.","Information Technology","Software"
"CSPI","CSP Inc.","Information Technology","IT Services"
"CSPR","Casper Sleep Inc","",""
"CSQ","Calamos Strategic Total Return Fund","",""
"CSSE","Chicken Soup for The Soul Entrtnmnt Inc","Communication Services","Entertainment"
"CSSEP","Chicken Soup for The Soul Entertainment Inc","Communication Services","Entertainment"
"CSTE","Caesarstone Ltd","Industrials","Building Products"
"CSTL","Castle Biosciences Inc","Health Care","Biotechnology"
"CSTM","Constellium SE","Materials","Metals & Mining"
"CSTR","Capstar Financial Holdings Inc","Financials","Banks"
"CSU","Capital Senior Living Corporation","Health Care","Health Care Providers & Services"
"CSV","Carriage Services, Inc.","Consumer Discretionary","Diversified Consumer Services"
"CSWC","Capital Southwest Corporation","Financials","Capital Markets"
"CSWI","CSW Industrials Inc","Industrials","Building Products"
"CSX","CSX Corporation","Industrials","Road & Rail"
"CTA-A","E I Du Pont De Nemours and Co","",""
"CTA-B","E I Du Pont De Nemours and Co","",""
"CTAA","Qwest Corp","",""
"CTAS","Cintas Corporation","Industrials","Commercial Services & Supplies"
"CTB","Cooper Tire & Rubber Co","Consumer Discretionary","Auto Components"
"CTBI","Community Trust Bancorp, Inc.","Financials","Banks"
"CTEK","CynergisTek Inc","Health Care","Health Care Providers & Services"
"CTG","Computer Task Group, Inc.","Information Technology","IT Services"
"CTHR","Charles & Colvard, Ltd.","Consumer Discretionary","Textiles, Apparel & Luxury Goods"
"CTIB","Yunhong CTI Ltd","Consumer Discretionary","Household Durables"
"CTIC","CTI BioPharma Corp","Health Care","Biotechnology"
"CTK","CooTek (Cayman) Inc","Information Technology","Software"
"CTL","Centurylink Inc","Communication Services","Diversified Telecommunication Services"
"CTLT","Catalent Inc","Health Care","Pharmaceuticals"
"CTMX","CytomX Therapeutics Inc","Health Care","Biotechnology"
"CTO","CTO Realty Growth Inc","Real Estate","Real Estate Management & Development"
"CTRA","Contura Energy Inc","Energy","Oil, Gas & Consumable Fuels"
"CTRE","Caretrust REIT Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"CTRN","Citi Trends, Inc.","Consumer Discretionary","Specialty Retail"
"CTS","CTS Corporation","Information Technology","Electronic Equipment, Instruments & Components"
"CTSH","Cognizant Technology Solutions Corp","Information Technology","IT Services"
"CTSO","Cytosorbents Corp","Health Care","Health Care Equipment & Supplies"
"CTT","Catchmark Timber Trust Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"CTVA","Corteva Inc","Materials","Chemicals"
"CTXR","Citius Pharmaceuticals Inc","Health Care","Pharmaceuticals"
"CTXS","Citrix Systems, Inc.","Information Technology","Software"
"CUB","Cubic Corporation","Industrials","Aerospace & Defense"
"CUBE","CubeSmart","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"CUBI","Customers Bancorp Inc","Financials","Banks"
"CUBI-C","Customers Bancorp Inc","Financials","Banks"
"CUBI-D","Customers Bancorp Inc","Financials","Banks"
"CUBI-E","Customers Bancorp Inc","Financials","Banks"
"CUBI-F","Customers Bancorp Inc","Financials","Banks"
"CUE","Cue Biopharma Inc","Health Care","Biotechnology"
"CUK","Carnival plc (ADR)","Consumer Discretionary","Hotels, Restaurants & Leisure"
"CULP","Culp, Inc.","Consumer Discretionary","Textiles, Apparel & Luxury Goods"
"CURO","Curo Group Holdings Corp","Financials","Consumer Finance"
"CUTR","Cutera, Inc.","Health Care","Health Care Equipment & Supplies"
"CUZ","Cousins Properties Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"CVA","Covanta Holding Corp","Industrials","Commercial Services & Supplies"
"CVBF","CVB Financial Corp.","Financials","Banks"
"CVCO","Cavco Industries, Inc.","Consumer Discretionary","Household Durables"
"CVCY","Central Valley Community Bancorp","Financials","Banks"
"CVEO","Civeo Corp","Industrials","Commercial Services & Supplies"
"CVET","Covetrus Inc","Health Care","Health Care Providers & Services"
"CVGI","Commercial Vehicle Group, Inc.","Industrials","Machinery"
"CVGW","Calavo Growers, Inc.","Consumer Staples","Food Products"
"CVI","CVR Energy, Inc.","Energy","Oil, Gas & Consumable Fuels"
"CVIA","Covia Holdings Corp","Energy","Energy Equipment & Services"
"CVLT","CommVault Systems, Inc.","Information Technology","Software"
"CVLY","Codorus Valley Bancorp, Inc.","Financials","Banks"
"CVM","CEL-SCI Corporation","Health Care","Biotechnology"
"CVNA","Carvana Co","Consumer Discretionary","Specialty Retail"
"CVR","Chicago Rivet & Machine Co.","Industrials","Machinery"
"CVS","CVS Health Corp","Health Care","Health Care Providers & Services"
"CVTI","Covenant Transportation Group, Inc.","Industrials","Road & Rail"
"CVU","CPI Aerostructures, Inc.","Industrials","Aerospace & Defense"
"CVV","CVD Equipment Corporation","Information Technology","Semiconductors & Semiconductor Equipment"
"CVX","Chevron Corporation","Energy","Oil, Gas & Consumable Fuels"
"CW","Curtiss-Wright Corp.","Industrials","Aerospace & Defense"
"CWBC","Community West Bancshares","Financials","Banks"
"CWBR","CohBar Inc","Health Care","Biotechnology"
"CWCO","Consolidated Water Co. Ltd.","Utilities","Water Utilities"
"CWEN","CLEARWAY ENERGY INC","Utilities","Independent Power & Renewable Electricity Producers"
"CWEN.A","Clearway Energy Inc","Utilities","Independent Power & Renewable Electricity Producers"
"CWH","Camping World Holdings Inc","Consumer Discretionary","Specialty Retail"
"CWK","Cushman & Wakefield PLC","Real Estate","Real Estate Management & Development"
"CWST","Casella Waste Systems Inc.","Industrials","Commercial Services & Supplies"
"CWT","California Water Service Group","Utilities","Water Utilities"
"CX","Cemex SAB de CV (ADR)","Materials","Construction Materials"
"CXDC","China XD Plastics Company Ltd","Consumer Discretionary","Auto Components"
"CXE","MFS High Income Municipal Trust","",""
"CXH","MFS Investment Grade Municipal Trust","",""
"CXO","Concho Resources Inc","Energy","Oil, Gas & Consumable Fuels"
"CXP","Columbia Property Trust Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"CXW","Corecivic Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"CYAN","CYANOTECH CORP","Consumer Staples","Personal Products"
"CYBE","CyberOptics Corporation","Information Technology","Semiconductors & Semiconductor Equipment"
"CYBR","Cyberark Software Ltd","Information Technology","Software"
"CYCC","Cyclacel Pharmaceuticals Inc","Health Care","Biotechnology"
"CYCN","Cyclerion Therapeutics Inc","Health Care","Biotechnology"
"CYD","China Yuchai International Limited","Industrials","Machinery"
"CYH","Community Health Systems Inc","Health Care","Health Care Providers & Services"
"CYRN","Cyren Ltd","Information Technology","Software"
"CYRX","CryoPort Inc","Health Care","Health Care Equipment & Supplies"
"CYTK","Cytokinetics, Inc.","Health Care","Biotechnology"
"CZNC","Citizens & Northern Corporation","Financials","Banks"
"CZR","Caesars Entertainment Corp","Consumer Discretionary","Hotels, Restaurants & Leisure"
"CZWI","Citizens Community Bancorp Inc.","Financials","Banks"
"CZZ","Cosan Ltd (USA)","Energy","Oil, Gas & Consumable Fuels"
"D","Dominion Energy Inc","Utilities","Multi-Utilities"
"DAC","Danaos Corporation","Industrials","Marine"
"DADA","Dada Nexus Ltd - ADR","",""
"DAIO","Data I/O Corporation","Information Technology","Electronic Equipment, Instruments & Components"
"DAKT","Daktronics, Inc.","Information Technology","Electronic Equipment, Instruments & Components"
"DAL","Delta Air Lines, Inc.","Industrials","Airlines"
"DAN","Dana Inc","Consumer Discretionary","Auto Components"
"DAO","Youdao Inc - ADR","Consumer Discretionary","Diversified Consumer Services"
"DAR","Darling Ingredients Inc","Consumer Staples","Food Products"
"DARE","Dare Bioscience Inc","Health Care","Health Care Equipment & Supplies"
"DAVA","Endava PLC - ADR","Information Technology","IT Services"
"DBCP","Delmar Bancorp","Financials","Banks"
"DBD","Diebold Nixdorf Inc","Information Technology","Technology Hardware, Storage & Peripherals"
"DBI","Designer Brands Inc","Consumer Discretionary","Specialty Retail"
"DBX","Dropbox Inc","Information Technology","Software"
"DCI","Donaldson Company, Inc.","Industrials","Machinery"
"DCO","Ducommun Incorporated","Industrials","Aerospace & Defense"
"DCOM","Dime Community Bancshares, Inc.","Financials","Banks"
"DCP","DCP Midstream LP","Energy","Oil, Gas & Consumable Fuels"
"DCP-B","DCP Midstream LP","Energy","Oil, Gas & Consumable Fuels"
"DCP-C","DCP Midstream LP","Energy","Oil, Gas & Consumable Fuels"
"DCPH","Deciphera Pharmaceuticals Inc","Health Care","Biotechnology"
"DCTH","Delcath Systems, Inc.","Health Care","Health Care Equipment & Supplies"
"DD","DuPont de Nemours Inc","Materials","Chemicals"
"DDD","3D Systems Corporation","Information Technology","Technology Hardware, Storage & Peripherals"
"DDDD","4D Molecular Therapeutics Inc","",""
"DDF","Delaware Invtmnts Dvdnd n Incme Fund Inc","",""
"DDOG","Datadog Inc","Information Technology","Software"
"DDS","Dillard's, Inc.","Consumer Discretionary","Multiline Retail"
"DDT","Dillard's Capital Trust I","",""
"DE","Deere & Company","Industrials","Machinery"
"DEA","Easterly Government Properties Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"DECK","Deckers Outdoor Corp","Consumer Discretionary","Textiles, Apparel & Luxury Goods"
"DEI","Douglas Emmett, Inc.","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"DELL","Dell Technologies Inc","Information Technology","Technology Hardware, Storage & Peripherals"
"DENN","Denny's Corp","Consumer Discretionary","Hotels, Restaurants & Leisure"
"DEO","Diageo plc (ADR)","Consumer Staples","Beverages"
"DESP","Despegar.com Corp","Consumer Discretionary","Internet & Direct Marketing Retail"
"DFFN","Diffusion Pharmaceuticals Inc","Health Care","Biotechnology"
"DFIN","Donnelley Financial Solutions Inc","Financials","Capital Markets"
"DFNS","LGL Systems Acquisition Corp","",""
"DFNS","LGL SYSTEMS ACQUISITON","",""
"DFP","Flaherty & Crumrine Dynmc Prf&Inm Fd Inc","",""
"DFPH","DFP Healthcare Acquisitions Corp","",""
"DFS","Discover Financial Services","Financials","Consumer Finance"
"DG","Dollar General Corp.","Consumer Discretionary","Multiline Retail"
"DGICA","Donegal Group Inc.","Financials","Insurance"
"DGII","Digi International Inc.","Information Technology","Communications Equipment"
"DGLY","Digital Ally, Inc.","Information Technology","Electronic Equipment, Instruments & Components"
"DGX","Quest Diagnostics Inc","Health Care","Health Care Providers & Services"
"DHC","Diversified Healthcare Trust","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"DHF","BNY Mellon High Yield Strategies Fund","",""
"DHI","D. R. Horton Inc","Consumer Discretionary","Household Durables"
"DHIL","Diamond Hill Investment Group, Inc.","Financials","Capital Markets"
"DHR","Danaher Corporation","Health Care","Health Care Equipment & Supplies"
"DHR-A","Danaher Corp","Health Care","Health Care Equipment & Supplies"
"DHR-B","Danaher Corp","Health Care","Health Care Equipment & Supplies"
"DHT","DHT Holdings Inc","Energy","Oil, Gas & Consumable Fuels"
"DHX","DHI Group Inc","Communication Services","Interactive Media & Services"
"DHY","Credit Suisse High Yield Bond Fund (ETF)","",""
"DIAX","Nuveen Dow 30SM Dynamic Overwrite Fund","",""
"DIN","Dine Brands Global Inc","Consumer Discretionary","Hotels, Restaurants & Leisure"
"DIOD","Diodes Incorporated","Information Technology","Semiconductors & Semiconductor Equipment"
"DIS","Walt Disney Co","Communication Services","Entertainment"
"DISCA","Discovery Inc","Communication Services","Media"
"DISH","DISH Network Corp","Communication Services","Media"
"DIT","AMCON Distributing Co","Consumer Discretionary","Distributors"
"DJCO","Daily Journal Corporation","Communication Services","Media"
"DK","Delek US Holdings Inc","Energy","Oil, Gas & Consumable Fuels"
"DKL","Delek Logistics Partners LP","Energy","Oil, Gas & Consumable Fuels"
"DKNG","Draftkings Inc","",""
"DKS","Dicks Sporting Goods Inc","Consumer Discretionary","Specialty Retail"
"DL","China Distance Education Hldgs Ltd (ADR)","Consumer Discretionary","Diversified Consumer Services"
"DLA","Delta Apparel, Inc.","Consumer Discretionary","Textiles, Apparel & Luxury Goods"
"DLB","Dolby Laboratories, Inc.","Information Technology","Electronic Equipment, Instruments & Components"
"DLHC","DLH Holdings Corp","Industrials","Professional Services"
"DLNG","Dynagas LNG Partners LP","Energy","Oil, Gas & Consumable Fuels"
"DLNG-B","Dynagas LNG Partners LP","Energy","Oil, Gas & Consumable Fuels"
"DLPH","Delphi Technologies PLC","Consumer Discretionary","Auto Components"
"DLPN","Dolphin Entertainment Inc","Communication Services","Entertainment"
"DLR","Digital Realty Trust, Inc.","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"DLR-C","Digital Realty Trust Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"DLR-G","Digital Realty Trust Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"DLR-I","Digital Realty Trust Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"DLR-J","Digital Realty Trust Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"DLR-K","Digital Realty Trust Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"DLR-L","Digital Realty Trust Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"DLTH","Duluth Holdings Inc","Consumer Discretionary","Internet & Direct Marketing Retail"
"DLTR","Dollar Tree, Inc.","Consumer Discretionary","Multiline Retail"
"DLX","Deluxe Corporation","Industrials","Commercial Services & Supplies"
"DLY","DoubleLine Yield Opportunities Fund","",""
"DMAC","DiaMedica Therapeutics Inc","Health Care","Biotechnology"
"DMF","Bny Mellon Municipal Income Inc","",""
"DMLP","Dorchester Minerals LP","Energy","Oil, Gas & Consumable Fuels"
"DMO","Western Asset Mortgage Opportnty Fnd Inc","",""
"DMPI","DelMar Pharmaceuticals Inc","Health Care","Biotechnology"
"DMRC","Digimarc Corp","Information Technology","Software"
"DMTK","DermTech Inc","Health Care","Biotechnology"
"DMYT","dMY Technology Group Inc","",""
"DNI","Dividend And Income Fund  Inc","",""
"DNJR","Golden Bull Ltd","Financials","Consumer Finance"
"DNK","Phoenix Tree Holdings Ltd","",""
"DNKN","Dunkin Brands Group Inc","Consumer Discretionary","Hotels, Restaurants & Leisure"
"DNLI","Denali Therapeutics Inc","Health Care","Biotechnology"
"DNOW","NOW Inc","Industrials","Trading Companies & Distributors"
